artist_id,name,type,album_name,descripcion,album_year,album_format,album_id,uri,albums
1,The Persuader,artist,The Persuader EP2,"Electronic artist working out of Stockholm, active since 1994.",2014,"12"", EP",5841765,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,The Persuader EP3,"Electronic artist working out of Stockholm, active since 1994.",2014,"12"", EP",6146433,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Skargard,"Electronic artist working out of Stockholm, active since 1994.",2015,0,827783,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Vårblommor,"Electronic artist working out of Stockholm, active since 1994.",2015,0,926124,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Himmel Röd,"Electronic artist working out of Stockholm, active since 1994.",2016,"12""",8296032,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Arrival,"Electronic artist working out of Stockholm, active since 1994.",2017,"12""",10392503,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Aftermath,"Electronic artist working out of Stockholm, active since 1994.",2017,"12""",11334732,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Strange Idols 004,"Electronic artist working out of Stockholm, active since 1994.",2017,"3xFile, MP3, EP",12855756,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Cosmic Isolation EP,"Electronic artist working out of Stockholm, active since 1994.",2019,"12"", EP, Ltd",13392912,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,The Truth EP,"Electronic artist working out of Stockholm, active since 1994.",2024,"12"", EP",31709663,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Live @ The Traxx,"Electronic artist working out of Stockholm, active since 1994.",1997,"Cass, Mixed, Promo, C90",12526186,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Loves You All Night And Day,"Electronic artist working out of Stockholm, active since 1994.",1997,0,1157881,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,The Big Bang Theory,"Electronic artist working out of Stockholm, active since 1994.",1997,0,169563,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,The Lords Of Svek Vol. 4,"Electronic artist working out of Stockholm, active since 1994.",1998,"CD, Comp",5955,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,That Smarts!,"Electronic artist working out of Stockholm, active since 1994.",1998,"Cass, Mixed, Promo, C90",31022215,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Diskophrenia Remixes,"Electronic artist working out of Stockholm, active since 1994.",1998,0,1042102,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Chill On Kaos Volume Two,"Electronic artist working out of Stockholm, active since 1994.",2001,"2xCD, Comp, Mixed",229135,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Raw Essentials,"Electronic artist working out of Stockholm, active since 1994.",2008,"2xCDr, Comp, Promo",2629499,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Volume 1-4 - Live At Robert Johnson,"Electronic artist working out of Stockholm, active since 1994.",2010,"CD, Mixed + CD, Mixed + CD, Mixed + CD, Mixed + Bo",2219613,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Live At Robert Johnson,"Electronic artist working out of Stockholm, active since 1994.",2010,0,944234,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,My Busted SH-101,"Electronic artist working out of Stockholm, active since 1994.",2014,"12""",5468479,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Guitarra Trina,"Electronic artist working out of Stockholm, active since 1994.",2014,"12""",5885934,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Soppåsar / 5 Months Later,"Electronic artist working out of Stockholm, active since 1994.",2015,"12""",6699352,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Diffused Light Vol. 1,"Electronic artist working out of Stockholm, active since 1994.",2015,0,2388250,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist, Heart (Remixes)  ,"Electronic artist working out of Stockholm, active since 1994.",2015,0,1723086,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Capricorn Meets Leo,"Electronic artist working out of Stockholm, active since 1994.",2016,"12""",8321965,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Welcome To The Present Remixe,"Electronic artist working out of Stockholm, active since 1994.",2016,"5xFile, WAV, Single",15490621,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Consistency Remixes ,"Electronic artist working out of Stockholm, active since 1994.",2016,0,1644222,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Water Colors EP,"Electronic artist working out of Stockholm, active since 1994.",2017,0,2303872,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Odd Even Red One,"Electronic artist working out of Stockholm, active since 1994.",2018,"10x12"", Ltd, Red",11940415,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,KaRavan - Heartfulness,"Electronic artist working out of Stockholm, active since 1994.",2018,"3xCD, Comp, Mixed",24489959,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Soft Serve Angel EP,"Electronic artist working out of Stockholm, active since 1994.",2020,"12"", EP, Ltd",15695576,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,Silent Ghost,"Electronic artist working out of Stockholm, active since 1994.",2021,"3xFile, MP3, EP, 320",21237538,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,"Yeah, No, 4 Sure","Electronic artist working out of Stockholm, active since 1994.",2021,"6xFile, WAV, EP",29463514,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,City Of Bridges,"Electronic artist working out of Stockholm, active since 1994.",2021,0,2567561,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
1,The Persuader,artist,CTRL008,"Electronic artist working out of Stockholm, active since 1994.",2022,"2xFile, MP3, EP, 320",27077919,https://www.discogs.com/artist/1-The-Persuader,https://api.discogs.com/artists/1/releases
2,Mr. James Barth & A.D.,vendor,Knockin' Boots Vol 1 And 2,no description,1998,"CD, Comp",84883,https://www.discogs.com/artist/2-Mr-James-Barth-AD,https://api.discogs.com/artists/2/releases
2,Mr. James Barth & A.D.,vendor,Knockin' Boots (Vol 1 Of 2),no description,1998,0,713737,https://www.discogs.com/artist/2-Mr-James-Barth-AD,https://api.discogs.com/artists/2/releases
2,Mr. James Barth & A.D.,vendor,Knockin' Boots (Vol 2 Of 2),no description,1998,0,713738,https://www.discogs.com/artist/2-Mr-James-Barth-AD,https://api.discogs.com/artists/2/releases
2,Mr. James Barth & A.D.,artist,The Lords Of Svek Vol. 4,"Electronic artist working out of Stockholm, active since 1994.",1998,"CD, Comp",5955,https://www.discogs.com/artist/2-Mr-James-Barth-AD,https://api.discogs.com/artists/2/releases
2,Mr. James Barth & A.D.,vendor,The Button Down Mind Of Daniel Bell,no description,2000,0,407163,https://www.discogs.com/artist/2-Mr-James-Barth-AD,https://api.discogs.com/artists/2/releases
2,Mr. James Barth & A.D.,vendor,Seven Years Of Svek Collection One,no description,2003,"CD, Comp",167072,https://www.discogs.com/artist/2-Mr-James-Barth-AD,https://api.discogs.com/artists/2/releases
2,Mr. James Barth & A.D.,vendor,4/4 : Volume I,no description,2010,"File, MP3, Comp, Mix",2295159,https://www.discogs.com/artist/2-Mr-James-Barth-AD,https://api.discogs.com/artists/2/releases
2,Mr. James Barth & A.D.,vendor,LWE Podcast 107,no description,2011,"File, MP3, Mixed, 320",3999196,https://www.discogs.com/artist/2-Mr-James-Barth-AD,https://api.discogs.com/artists/2/releases
2,Mr. James Barth & A.D.,vendor,Remastered,no description,2019,"27xFile, WAV, Comp, RM",24734435,https://www.discogs.com/artist/2-Mr-James-Barth-AD,https://api.discogs.com/artists/2/releases
2,Mr. James Barth & A.D.,vendor,The Button Down Mind Of Daniel Bell,no description,2000,0,407163,https://www.discogs.com/artist/2-Mr-James-Barth-AD,https://api.discogs.com/artists/2/releases
3,Josh Wink,artist,Untitled,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1992,0,3142158,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Nervous Build-Up,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1993,0,388859,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Liquid Summer,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1994,"12""",129764,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,How's The Music,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1994,0,75964,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Thoughts Of A Tranced Love,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1994,0,86636,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Meditation Will Manifest,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1994,0,86666,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Don't Laugh,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1995,0,86619,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,"United DJs Of America, Vol. 3: Philadelphia, PA","Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1995,0,86633,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Hypnotizin',"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1995,0,86649,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,I'm Ready,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1995,0,86703,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Don't Laugh But Lick It,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1995,0,62199,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Higher State Of Consciousness,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1995,0,45817,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Stairway To Headphones,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1995,0,3607505,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,EP,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1996,"CD, EP, Comp",4712479,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Basketball Heroes vs. Stairway To Headphones (Remixes),"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1996,0,1786205,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,A Higher State Of Wink's Works - Compiled,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1996,0,86639,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Are You There...,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1996,0,86642,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Left Above The Clouds,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1996,0,86652,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,You Are The One,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1996,0,86654,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Verano Azul,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1997,"12"", S/Edition",44002,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,"CNN News Piece ""Techno Music"" / Are You There","Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1997,"VHS, Advance, NTSC",10868263,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Summer '97,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1997,"Cass, Mixed",11129270,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Sixth Sense,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1997,0,86669,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Live Mix,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1998,"Cass, Mixed, Promo",306438,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Track 9,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1998,0,164535,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Herehear,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1998,0,30529,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Simple Man,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1998,0,30566,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Untitled / Pop Culture,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1999,"12"", Ltd, Promo, Smplr, W/Lbl",515159,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Profound Sounds Vol. 1,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1999,"12"", W/Lbl",15016601,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Profound Sounds Vol. 1,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",1999,0,66526,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,How's Your Evening So Far?,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2000,0,86677,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,It's The Machines,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2001,"12"", S/Sided, Promo, TP",109626,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Headstart Mix,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2001,"CD, Comp, Ltd, Mixed, Promo",1842133,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Evil Acid,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2001,0,86681,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Superfreak (Freak),"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2002,0,86701,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,20 To 20,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2003,0,86664,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Profound Sounds Vol. 2,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2003,0,64791,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Fill Me With Acid / Oakish,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2004,0,634880,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Ovum: The Fall Collection,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2004,0,561533,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Rise Above / F-Groove,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2004,0,33429,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,516 Acid,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2004,0,122763,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Higher State Of Consciousness (Remix) / Green Jam,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2005,"12""",495277,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Seeing Through Shadows / Have To Get Back,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2006,"12"", Promo",736487,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Have To Get Back (Non Vox Version),"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2006,"12"", S/Sided, Promo",1062446,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Profound Sounds Vol. 3,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2006,0,86692,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Josh Wink's Acid Classics,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2007,0,741986,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Thick As Thieves,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2007,0,86682,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Swirl,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2007,0,271196,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
3,Josh Wink,artist,Stay Out All Night,"Electronic music DJ, label owner, producer, and remixer, born April 20, 1970 in Philadelphia, Pennsylvania, USA. Formed [l=Ovum Recordings] as an independent label in October 1994 with former partner [a=King Britt].",2008,0,86685,https://www.discogs.com/artist/3-Josh-Wink,https://api.discogs.com/artists/3/releases
